Deposit,Date,QQQ,SPY,QQQ_units_bought,SPY_units_bought,QQQ_units_cum,SPY_units_cum,QQQ_value,SPY_value,Portfolio_Value,Deposits_cum
400.0,2020-06-09,240.5155792236328,310.28558349609375,0.016630939305103294,1.2762436318765848,0.016630939305103294,1.2762436318765848,4.0,396.0,400.0,400.0
100.0,2020-06-10,243.40216064453125,308.5542907714844,0.004108426964460753,0.3208511531389447,0.020739366269564047,1.5970947850155295,5.048006560410201,492.79044868530303,497.83845524571325,500.0
250.0,2020-06-29,240.47830200195312,295.7862854003906,0.01039594832127389,0.8367527915128723,0.03113531459083794,2.433847576528402,7.487367585101343,719.898733892079,727.3861014771803,750.0
250.0,2020-07-20,264.18548583984375,315.08050537109375,0.009463048252073796,0.7855135299738739,0.04059836284291173,3.219361106502276,10.725498211956896,1014.3579244087807,1025.0834226207376,1000.0
50.0,2020-08-04,267.75042724609375,320.656982421875,0.0018674106523103393,0.15437056641066657,0.04246577349522207,3.3737316729129425,11.370228996681552,1081.8106177373684,1093.18084673405,1050.0
50.0,2020-08-10,267.68115234375,326.010009765625,0.0018678939313512498,0.15183582870840845,0.04433366742657332,3.525567501621351,11.867287184369719,1149.3702956329466,1161.2375828173163,1100.0
100.0,2020-09-03,284.6148376464844,335.55023193359375,0.003513520265735704,0.295037793386453,0.04784718769230902,3.8206052950078035,13.618019556887397,1282.0049928665849,1295.6230124234723,1200.0
50.0,2020-09-08,267.3246765136719,323.7171936035156,0.0018703847565468888,0.1529112477745835,0.04971757244885591,3.973516542782387,13.290733971935452,1286.295623966658,1299.5863579385934,1250.0
50.0,2020-10-16,285.7041931152344,338.74664306640625,0.0017500618193529022,0.14612690933824624,0.051467634268208814,4.119643452120633,14.704518920148585,1395.515390036366,1410.2199089565145,1300.0
100.0,2020-10-29,273.7020568847656,321.862548828125,0.003653607909936246,0.30758471391111153,0.05512124217814506,4.427228166031745,15.086797362201603,1424.9589417626428,1440.0457391248444,1400.0
50.0,2020-11-09,285.7833557128906,345.83782958984375,0.001749577048504952,0.14313066924664064,0.056870819226650014,4.570358835278386,16.25273356073322,1580.602980039443,1596.8557136001764,1450.0
50.0,2020-11-16,290.34857177734375,353.65081787109375,0.0017220680540609968,0.13996857210165656,0.05859288728071101,4.710327407380042,17.012361138265334,1665.8111400605806,1682.8235011988459,1500.0
101.0,2020-11-30,296.70611572265625,353.1533508300781,0.003404041731799319,0.2831347904953358,0.06199692901251033,4.9934621978753775,18.394867994035195,1763.4579074230162,1781.8527754170514,1601.0
50.0,2020-12-08,305.29180908203125,361.0638732910156,0.0016377773170640523,0.13709485678757802,0.06363470632957438,5.1305570546629555,19.427154615759548,1852.4588022971518,1871.8859569129113,1651.0
100.0,2020-12-10,299.577880859375,357.70849609375,0.0033380301547343227,0.27676166789746476,0.06697273648430871,5.4073187225604205,20.06355047132255,1934.2438481466654,1954.307398617988,1751.0
150.0,2021-01-04,306.8570556640625,361.251220703125,0.00488826954542037,0.411071275305217,0.07186100602972909,5.818389997865637,22.051056727340107,2101.900489255814,2123.951545983154,1901.0
50.0,2021-01-11,311.9265441894531,370.9487609863281,0.0016029414915593645,0.13344161028704554,0.07346394752128844,5.951831608152682,22.915355272830844,2207.824560643502,2230.739915916333,1951.0
50.0,2021-01-15,309.3868103027344,368.0198974609375,0.0016160999220062129,0.1345035970650311,0.07508004744329466,6.086335205217713,23.2287763958589,2239.8924581371166,2263.1212345329754,2001.0
75.0,2021-01-25,325.50799560546875,376.53228759765625,0.0023040908675835904,0.1971942445460079,0.07738413831087826,6.283529449763721,25.189155753230345,2365.951717906776,2391.1408736600065,2076.0
175.0,2021-02-01,319.86309814453125,368.53912353515625,0.005471090632684538,0.47009934342418075,0.0828552289435628,6.753628793187902,26.502330227362435,2488.9764361232646,2515.478766350627,2251.0
56.0,2021-02-23,318.9305725097656,379.5786437988281,0.0017558680423553717,0.14605668918871656,0.08461109698591818,6.8996854823766185,26.98506560239819,2618.97325803898,2645.9583236413782,2307.0
145.0,2021-03-01,321.0238037109375,381.61614990234375,0.004516799013775431,0.37616332546915193,0.0891278959996936,7.275848807845771,28.61217619057449,2776.5814093216604,2805.193585512235,2452.0
167.0,2021-03-09,309.29754638671875,379.25543212890625,0.005399331548243119,0.43593310996744145,0.09452722754793673,7.711781917813212,29.237039547315877,2924.7351837241354,2953.972223271451,2619.0
100.0,2021-03-22,316.4825439453125,385.8241271972656,0.0031597319319222796,0.2565935954269208,0.097686959479859,7.968375513240133,30.916217446468437,3074.3915275759377,3105.3077450224064,2719.0
125.0,2021-03-30,312.22119140625,387.92730712890625,0.004003571936837397,0.31900306507393794,0.1016905314166964,8.28737857831407,31.749938873655644,3214.900455043161,3246.6503939168165,2844.0
100.0,2021-04-06,328.61102294921875,399.1210021972656,0.0030431115518438742,0.24804507769568396,0.10473364296854028,8.535423656009755,34.416629553090274,3406.6668437648623,3441.0834733179527,2944.0
138.0,2021-04-13,338.3257141113281,405.74481201171875,0.004078909590495693,0.33671410195641427,0.10881255255903596,8.872137757966168,36.81408454881227,3599.823866748055,3636.6379512968674,3082.0
125.0,2021-04-19,336.6172180175781,408.0543518066406,0.003713416703285585,0.30326842356196654,0.11252596926232154,9.175406181528135,37.87817872781419,3744.0644219661067,3781.9426006939207,3207.0
50.0,2021-04-20,334.1636657714844,405.0667419433594,0.001496272788502152,0.12220208393934648,0.11402224205082369,9.297608265467481,38.10209038318674,3766.1518879585615,3804.2539783417483,3257.0
125.0,2021-04-23,337.153564453125,409.5579528808594,0.0037075093719609467,0.30215504089112133,0.11772975142278463,9.599763306358602,39.6930053343722,3931.659407893019,3971.352413227391,3382.0
158.0,2021-05-03,333.9451599121094,410.9928283691406,0.004731315765785731,0.3805905826159783,0.12246106718857036,9.98035388897458,40.8952806652947,4101.853872954614,4142.7491536199095,3540.0
127.0,2021-05-10,323.58477783203125,410.7373046875,0.003924782891546403,0.3061080611990157,0.12638585008011677,10.286461950173596,40.89653721928699,4225.033656184828,4265.930193404115,3667.0
125.0,2021-05-17,322.2437744140625,408.35894775390625,0.0038790508901929335,0.30304221489613786,0.1302649009703097,10.589504165069734,41.97705336234667,4324.318778083484,4366.295831445831,3792.0
114.0,2021-05-25,330.74664306640625,411.0320739746094,0.003446747000758265,0.274577112459043,0.13371164797106797,10.864081277528777,44.22467870530778,4465.4858593313775,4509.710538036686,3906.0
142.0,2021-06-02,331.2433166503906,413.0860595703125,0.004286878945541814,0.34031649517834067,0.13799852691660977,11.204397772707118,45.711089748726025,4628.380525785969,4674.091615534696,4048.0
148.0,2021-06-08,334.5113525390625,415.0024719238281,0.004424364042554201,0.3530581379931952,0.14242289095916397,11.557455910700313,47.642073887273355,4796.3727720912875,4844.0148459785605,4196.0
146.0,2021-06-15,339.9746398925781,417.1645812988281,0.004294437962964874,0.34648195575467955,0.14671732892212885,11.903937866454992,49.88017106630169,4965.901255866962,5015.781426933264,4342.0
150.0,2021-06-21,342.45733642578125,414.9601135253906,0.004380107652694677,0.35786572048668375,0.15109743657482352,12.261803586941676,51.744425670177485,5088.15940846336,5139.903834133537,4492.0
133.0,2021-06-28,351.7557067871094,421.4774475097656,0.0037810331839333786,0.3124010567539303,0.1548784697587569,12.574204643695607,54.47938559609748,5299.743677690266,5354.223063286364,4625.0
117.0,2021-07-07,358.95574951171875,428.36944580078125,0.0032594546865220312,0.2703974364545791,0.15813792444527894,12.844602080150185,56.764517195482654,5502.235074605497,5558.99959180098,4742.0
117.0,2021-07-12,360.4176025390625,430.9527282714844,0.0032462343452639604,0.2687765789639725,0.1613841587905429,13.113378659114158,58.16569159907085,5651.246310002306,5709.412001601377,4859.0
100.0,2021-07-19,352.7104187011719,419.01251220703125,0.0028351870173906986,0.23626979413704183,0.1642193458079336,13.3496484532512,57.92187421874879,5593.669735477494,5651.591609696243,4959.0
114.0,2021-07-26,366.45404052734375,434.8374938964844,0.0031108948842793194,0.25954523605746604,0.16733024069221292,13.609193689308666,61.31884280407438,5917.787677810831,5979.106520614905,5073.0
80.0,2021-08-02,362.5855712890625,431.45556640625,0.002206375717477791,0.18356467308948068,0.1695366164096907,13.792758362398148,61.47153091532235,5950.962371553034,6012.433902468357,5153.0
68.0,2021-08-03,364.7833251953125,434.96563720703125,0.0018641202956190886,0.15477084680130165,0.17140073670530978,13.94752920919945,62.524130676289154,6066.695929943119,6129.220060619408,5221.0
80.0,2021-08-10,364.81317138671875,436.4742126464844,0.002192903279667946,0.18145401882916468,0.17359363998497773,14.128983228028615,63.32924633548404,6166.9368299491725,6230.266076284656,5301.0
77.0,2021-08-16,366.9413757324219,440.7041015625,0.0020984278441292304,0.1729732029489387,0.17569206782910696,14.301956430977553,64.46868907448649,6302.930859499981,6367.399548574467,5378.0
50.0,2021-08-20,365.6982727050781,437.1446838378906,0.0013672473657080442,0.11323482094170091,0.177059315194815,14.415191251919254,64.75028573308784,6301.524222282969,6366.274508016058,5428.0
65.0,2021-08-27,373.96234130859375,443.9381103515625,0.0017381429309846468,0.14495263754003926,0.17879745812579964,14.560143889459292,66.86351606074929,6463.8027647334075,6530.666280794157,5493.0
74.0,2021-09-09,377.3734130859375,442.6859436035156,0.0019609224559534173,0.16548978131913336,0.18075838058175306,14.725633670778425,68.213407024023,6518.831036708249,6587.044443732271,5567.0
100.0,2021-09-13,374.250732421875,440.319580078125,0.002672005458823652,0.22483669697912284,0.1834303860405767,14.950470367757548,68.64895632411312,6582.984834301455,6651.633790625568,5667.0
80.0,2021-09-23,371.33050537109375,438.3670959472656,0.0021544149711064274,0.18067049450611036,0.18558480101168315,15.131140862263658,68.91329794886218,6632.994278159525,6701.907576108387,5747.0
71.0,2021-09-27,368.7121276855469,437.8329772949219,0.0019256214989638682,0.16054067108940734,0.187510422510647,15.291681533353065,69.13736684711652,6695.202453593749,6764.339820440866,5818.0
95.0,2021-10-04,351.0605163574219,423.98504638671875,0.0027060861467906737,0.22182386100998608,0.1902165086574377,15.513505394363051,66.77750574898609,6577.49430424963,6644.271809998616,5913.0
75.0,2021-10-11,356.8050231933594,429.9693298339844,0.0021019883444677876,0.17268673565314227,0.19231849700190548,15.686192130016194,68.6202057832769,6744.581517790182,6813.201723573459,5988.0
75.0,2021-10-18,371.001953125,442.33355712890625,0.002021552699878391,0.16785974928499903,0.19434004970178387,15.854051879301192,72.10053800977138,7012.779162677517,7084.879700687288,6063.0
100.0,2021-10-25,376.25860595703125,450.602783203125,0.0026577465183991035,0.21970570020951752,0.19699779622018296,16.07375757951071,74.12211618241336,7242.879901859851,7317.002018042264,6163.0
121.0,2021-11-01,385.716552734375,455.04400634765625,0.0031370185993372978,0.2632492645304282,0.20013481481952025,16.337006844041138,77.19531085431785,7434.057046041559,7511.252356895877,6284.0
69.0,2021-11-08,396.299560546875,463.83746337890625,0.0017411071540120611,0.14727141594467963,0.20187592197353232,16.484278259985818,80.00333916310609,7646.025813743872,7726.029152906978,6353.0
82.0,2021-11-15,392.86480712890625,462.353759765625,0.002087232007347868,0.17557984181020073,0.2039631539808802,16.65985810179602,80.1299451501019,7702.748030527197,7782.877975677299,6435.0
50.0,2021-11-18,399.9732360839844,464.6288146972656,0.0012500836428340732,0.10653665557150671,0.20521323762371427,16.766394757367525,82.07980273962865,7790.150122862122,7872.22992560175,6485.0
100.0,2021-11-22,397.5340576171875,462.49224853515625,0.0025155077428937367,0.21405764164385674,0.20772874536660801,16.980452399011384,82.57925102931522,7853.327611162963,7935.906862192278,6585.0
95.0,2021-11-29,397.92236328125,459.55450439453125,0.0023874003767125392,0.20465472343462726,0.21011614574332055,17.18510712244601,83.60991327772967,7897.493386622605,7981.103299900335,6680.0
50.0,2021-12-02,388.18560791015625,452.43267822265625,0.0012880436312201525,0.10940854271282213,0.2114041893745407,17.29451566515883,82.06406376710987,7824.604040951493,7906.668104718602,6730.0
100.0,2021-12-06,384.4920349121094,453.8075866699219,0.002600834111501397,0.21815413163642833,0.21400502348604208,17.512669796795258,82.28322696156208,7947.382416630887,8029.665643592449,6830.0
125.0,2021-12-13,390.5252380371094,461.50311279296875,0.0032008174587713064,0.2681455369847408,0.21720584094481338,17.780815333779998,84.82436273802377,8205.901624536418,8290.725987274442,6955.0
125.0,2021-12-20,379.4904479980469,451.6200866699219,0.0032938905487455996,0.2740134986299798,0.22049973149355898,18.054828832409978,83.67754188793974,8153.923362103598,8237.600903991539,7080.0
125.0,2021-12-27,402.2086486816406,473.73553466796875,0.003107839684942752,0.2612216963769327,0.22360757117850172,18.31605052878691,89.93689903868895,8676.9639902604,8766.900889299088,7205.0
125.0,2022-01-03,400.4143371582031,474.18218994140625,0.0031217663405147425,0.26097563895280745,0.22672933751901647,18.577026167739717,90.7856773969955,8808.894950817628,8899.680628214624,7330.0
125.0,2022-01-10,378.91229248046875,462.0722961425781,0.0032989164637999492,0.2678152337482172,0.23002825398281643,18.844841401487933,87.16053305190849,8707.67913682825,8794.839669880159,7455.0
125.0,2022-01-18,369.3824157714844,453.118896484375,0.003384026815107796,0.2731071269817751,0.23341228079792423,19.117948528469707,86.21839215186931,8662.703740265275,8748.922132417145,7580.0
125.0,2022-01-24,352.186767578125,436.59185791015625,0.003549253166426006,0.2834455058148744,0.23696153396435024,19.401394034284582,83.4547166872586,8470.490667475327,8553.945384162585,7705.0
125.0,2022-01-31,361.9060363769531,446.5874938964844,0.0034539352051537165,0.2771013557058638,0.24041546916950396,19.678495389990445,87.00780953084075,8788.169939869354,8875.177749400194,7830.0
125.0,2022-02-07,354.0110168457031,443.95709228515625,0.0035309635590940287,0.2787431536751183,0.24394643272859798,19.957238543665564,86.35972470613288,8860.15759388701,8946.517318593144,7955.0
125.0,2022-02-14,346.3950500488281,435.77789306640625,0.0036085966003954126,0.28397493762067066,0.2475550293289934,20.241213481286234,85.75183677425578,8820.673363982252,8906.425200756508,8080.0
125.0,2022-02-22,337.01470947265625,426.397705078125,0.003709036919949095,0.2902220122815305,0.2512640662489425,20.531435493567766,84.67968628780561,8754.556976416856,8839.236662704661,8205.0
100.0,2022-02-28,345.7072448730469,433.40557861328125,0.0028926208947898306,0.2284234557311401,0.2541566871437323,20.759858949298906,87.86380807852062,8997.438679850997,9085.302487929517,8305.0
100.0,2022-03-07,323.83636474609375,416.33258056640625,0.00308797932802901,0.23779066213197603,0.2572446664717613,20.99764961143088,83.30517764053653,8742.005648556216,8825.310826196754,8405.0
100.0,2022-03-14,317.16748046875,413.9205322265625,0.0031529083578243087,0.23917634495553752,0.26039757482958564,21.23682595638642,82.58964272887248,8790.358302670344,8872.947945399215,8505.0
100.0,2022-03-21,349.4083251953125,442.4786376953125,0.002861981034484566,0.2237396149012976,0.2632595558640702,21.460565571287717,91.98508050612658,9495.841818154315,9587.826898660442,8605.0
75.0,2022-03-28,364.20989990234375,453.9490661621094,0.0020592520966648594,0.16356460566764255,0.26531880796073504,21.624130176955358,96.63173648958848,9816.253700396774,9912.885436886361,8680.0
75.0,2022-04-04,368.5914611816406,454.8352355957031,0.002034773126853317,0.16324592773194868,0.26735358108758833,21.787376104687308,98.54424710521842,9909.666343587643,10008.210590692863,8755.0
591.0,2022-04-06,352.582275390625,444.5994567871094,0.01676204509558039,1.315993510716687,0.2841156261831687,23.103369615403995,100.17413395369385,10271.745580960423,10371.919714914118,9346.0
25.0,2022-04-11,340.2359924316406,438.0278625488281,0.0007347841073875492,0.05650325496643733,0.28485041029055624,23.15987287037043,96.91636203976742,10144.669610310953,10241.58597235072,9371.0
25.0,2022-04-18,338.04022216796875,436.08624267578125,0.0007395569627681097,0.05675482869658188,0.28558996725332436,23.216627699067015,96.54089597925669,10124.451940888603,10220.99283686786,9396.0
30.0,2022-04-25,328.9476623535156,426.66693115234375,0.0009119991850788531,0.06960933184998921,0.2865019664384032,23.286237030917004,94.24415211959813,9935.467292067422,10029.71144418702,9426.0
25.0,2022-05-02,317.8689880371094,412.697265625,0.0007864875448963707,0.05997132053326771,0.28728845398329955,23.346208351450272,91.32009014241709,9634.916349355066,9726.236439497483,9451.0
92.0,2022-05-05,312.3995056152344,412.0301513671875,0.002944947042051707,0.22105178394780275,0.2902334010253513,23.567260135398076,90.66877099334779,9710.421760897952,9801.090531891301,9543.0
19.0,2022-05-09,296.57989501953125,396.4574279785156,0.000640636817230944,0.04744519505135701,0.2908740378425822,23.614705330449432,86.2673916072602,9362.225337780525,9448.492729387784,9562.0
118.0,2022-05-12,290.5914001464844,390.6524963378906,0.004060684519243078,0.2990381505176862,0.2949347223618253,23.913743480967117,85.70549392293744,9341.963587623763,9427.6690815467,9680.0
20.0,2022-05-16,297.867431640625,398.3691711425781,0.0006714396364128141,0.04970264125411826,0.2956061619982381,23.963446122221235,88.0514482515577,9546.298169429101,9634.349617680658,9700.0
24.0,2022-05-23,292.9169616699219,395.2127990722656,0.0008193448362694947,0.0601195104403879,0.2964255068345076,24.023565632661622,86.82805882343062,9494.420617380483,9581.248676203913,9724.0
25.0,2022-05-31,307.68853759765625,411.1539306640625,0.0008125099555281721,0.06019643290294174,0.29723801679003575,24.083762065564564,91.45673070455369,9902.133438434912,9993.590169139467,9749.0
35.0,2022-06-06,306.6305847167969,410.01885986328125,0.001141438647821968,0.08450830776797406,0.2983794554378577,24.168270373332536,91.49226688838975,9909.446663341325,10000.938930229715,9784.0
27.0,2022-06-13,274.8816223144531,373.3870849609375,0.0009822410015142128,0.07158790723250753,0.29936169643937194,24.239858280565045,82.2890287760614,9050.850023246425,9133.139052022487,9811.0
118.0,2022-06-15,282.2574157714844,377.56903076171875,0.00418058103725901,0.3094003757785005,0.30354227747663093,24.549258656343547,85.6770588179447,9269.039796794366,9354.71685561231,9929.0
61.0,2022-06-21,281.0799865722656,375.07000732421875,0.0021702007582925834,0.16100994166616356,0.30571247823492353,24.71026859800971,85.92965927724636,9268.080624038914,9354.01028331616,9990.0
123.0,2022-06-27,292.45001220703125,388.5899963378906,0.004205846977805076,0.31336370248223616,0.3099183252127286,25.023632300491943,90.63561799164516,9723.933184008885,9814.568802000531,10113.0
123.0,2022-07-05,286.9599914550781,381.9599914550781,0.004286311808705741,0.31880302315464165,0.31420463702143436,25.342435323646583,90.16415995481672,9679.79637967092,9769.960539625736,10236.0
89.75,2022-07-11,289.0400085449219,384.2300109863281,0.0031051064678491135,0.23124820409502475,0.3173097434892835,25.573683527741608,91.71521096952947,9826.176702825036,9917.891913794565,10325.75
177.0,2022-07-15,291.8699951171875,385.1300048828125,0.006064343816120375,0.454989218649217,0.32337408730540385,26.028672746390825,94.38319328285318,10024.422861910627,10118.80605519348,10502.75
89.52,2022-07-18,289.3999938964844,381.95001220703125,0.0030932965407048504,0.2320324575666253,0.3264673838461087,26.26070520395745,94.47965889246507,10030.276673216797,10124.756332109262,10592.27
84.33,2022-07-25,300.2699890136719,395.57000732421875,0.0028084724776194767,0.21105417108019586,0.32927585632372813,26.471759375037646,98.87165776079324,10471.434049868598,10570.305707629392,10676.6
91.41,2022-08-01,315.2699890136719,410.7699890136719,0.0028994196461889035,0.2203079641170864,0.332175275969917,26.692067339154733,104.72489560564917,10964.30020765678,11069.025103262427,10768.01
90.58,2022-08-08,320.7099914550781,412.989990234375,0.0028243585299302268,0.21713407617726813,0.33499963449984727,26.909201415332,107.43772991790031,11113.230829732793,11220.668559650692,10858.59
267.53,2022-08-15,,,,,,,,,0.0,11126.12
88.05,2022-08-22,,,,,,,,,0.0,11214.17
