Deposit,Date,BIL,BIL_Units_Bought,BIL_Units_Bought_Cum,Portfolio_Value,Deposits_cum
400.0,2020-06-09,91.32400512695312,4.380009390126332,4.380009390126332,400.0,400.0
100.0,2020-06-10,91.33399200439453,1.0948826149544466,5.474892005080779,500.04374261697143,500.0
250.0,2020-06-29,91.32400512695312,2.7375058688289577,8.212397873909737,749.9890655415118,750.0
250.0,2020-07-20,91.33399200439453,2.7372065373861165,10.949604411295853,1000.0710817525786,1000.0
50.0,2020-08-04,91.33399200439453,0.5474413074772233,11.497045718773077,1050.0710817525785,1050.0
50.0,2020-08-10,91.33399200439453,0.5474413074772233,12.0444870262503,1100.0710817525785,1100.0
100.0,2020-09-03,91.32400512695312,1.095002347531583,13.139489373781883,1199.9507949368028,1200.0
50.0,2020-09-08,91.33399200439453,0.5474413074772233,13.686930681259106,1250.0820174068215,1250.0
50.0,2020-10-16,91.32400512695312,0.5475011737657915,14.234431855024898,1299.9453277075586,1300.0
100.0,2020-10-29,91.32400512695312,1.095002347531583,15.329434202556481,1399.9453277075586,1400.0
50.0,2020-11-09,91.32400512695312,0.5475011737657915,15.876935376322272,1449.9453277075586,1450.0
50.0,2020-11-16,91.32400512695312,0.5475011737657915,16.424436550088064,1499.9453277075586,1500.0
101.0,2020-11-30,91.31403350830078,1.1060731425342056,17.53050969262227,1600.7815494897018,1601.0
50.0,2020-12-08,91.30705261230469,0.5476028255156045,18.078112518137875,1650.6591708247788,1651.0
100.0,2020-12-10,91.30705261230469,1.095205651031209,19.173318169169082,1750.6591708247788,1751.0
150.0,2021-01-04,91.31702423095703,1.6426290854662902,20.815947254635372,1900.8503598418617,1901.0
50.0,2021-01-11,91.31702423095703,0.5475430284887634,21.363490283124136,1950.8503598418617,1951.0
50.0,2021-01-15,91.31702423095703,0.5475430284887634,21.9110333116129,2000.850359841862,2001.0
75.0,2021-01-25,91.31702423095703,0.8213145427331451,22.732347854346045,2075.850359841862,2076.0
175.0,2021-02-01,91.31702423095703,1.9164005997106717,24.648748454056715,2250.8503598418615,2251.0
56.0,2021-02-23,91.30705261230469,0.613315164577477,25.262063618634194,2306.6045719220206,2307.0
145.0,2021-03-01,91.29706573486328,1.588221908698533,26.850285527332726,2451.352282788744,2452.0
167.0,2021-03-09,91.29706573486328,1.829193508639,28.679479035971728,2618.352282788744,2619.0
100.0,2021-03-22,91.29706573486328,1.0953254542748503,29.774804490246577,2718.352282788744,2719.0
125.0,2021-03-30,91.30705261230469,1.369007063789011,31.143811554035587,2843.64964011203,2844.0
100.0,2021-04-06,91.28709411621094,1.0954451006261334,32.23925665466172,2943.0280564707846,2944.0
138.0,2021-04-13,91.28709411621094,1.511714238864064,33.75097089352579,3081.0280564707846,3082.0
125.0,2021-04-19,91.28709411621094,1.3693063757826667,35.12027726930845,3206.0280564707846,3207.0
50.0,2021-04-20,91.28709411621094,0.5477225503130667,35.66799981962152,3256.0280564707846,3257.0
125.0,2021-04-23,91.29706573486328,1.369156817843563,37.03715663746508,3381.383724163077,3382.0
158.0,2021-05-03,91.29706573486328,1.7306142177542636,38.76777085521935,3539.3837241630777,3540.0
127.0,2021-05-10,91.28709411621094,1.3912152777951894,40.15898613301454,3665.997146736108,3667.0
125.0,2021-05-17,91.28709411621094,1.3693063757826667,41.5282925087972,3790.997146736108,3792.0
114.0,2021-05-25,91.27711486816406,1.2489439457486764,42.77723645454588,3904.5827256041994,3906.0
142.0,2021-06-02,91.27711486816406,1.5557021078623863,44.332938562408266,4046.5827256041994,4048.0
148.0,2021-06-08,91.26714324951172,1.6216131537654084,45.954551716173675,4194.140654447117,4196.0
146.0,2021-06-15,91.26714324951172,1.5996994624983083,47.55425117867198,4340.140654447117,4342.0
150.0,2021-06-21,91.26714324951172,1.6435268450325085,49.197778023704494,4490.140654447117,4492.0
133.0,2021-06-28,91.26714324951172,1.4572604692621576,50.65503849296665,4623.140654447117,4625.0
117.0,2021-07-07,91.25716400146484,1.28209112435405,51.93712961732071,4739.635155253172,4742.0
117.0,2021-07-12,91.26714324951172,1.2819509391253565,53.219080556446066,4857.153448752467,4859.0
100.0,2021-07-19,91.25716400146484,1.0958043797897863,54.31488493623585,4956.622362346768,4959.0
114.0,2021-07-26,91.26714324951172,1.2490804022247064,55.563965338460555,5071.164384056184,5073.0
80.0,2021-08-02,91.25716400146484,0.8766435038318291,56.440608842292384,5150.609897463603,5153.0
68.0,2021-08-03,91.25716400146484,0.7451469782570547,57.18575582054944,5218.6098974636025,5221.0
80.0,2021-08-10,91.25716400146484,0.8766435038318291,58.06239932438127,5298.6098974636025,5301.0
77.0,2021-08-16,91.24718475341797,0.8438616512726516,58.90626097565392,5375.030478378549,5378.0
50.0,2021-08-20,91.26714324951172,0.5478422816775028,59.454103257331425,5426.206158758128,5428.0
65.0,2021-08-27,91.25716400146484,0.7122728468633611,60.16637610419479,5490.612851514319,5493.0
74.0,2021-09-09,91.24718475341797,0.810983924599691,60.97736002879448,5564.012436323093,5567.0
100.0,2021-09-13,91.25716400146484,1.0958043797897863,62.07316440858426,5664.620944524065,5667.0
80.0,2021-09-23,91.25716400146484,0.8766435038318291,62.94980791241609,5744.620944524065,5747.0
71.0,2021-09-27,91.24718475341797,0.7781061979267306,63.72791411034282,5814.992752776404,5818.0
95.0,2021-10-04,91.2372055053711,1.0412418867257764,64.7691559970686,5909.356796113986,5913.0
75.0,2021-10-11,91.24718475341797,0.8219431668240113,65.59109916389261,5985.003143587468,5988.0
75.0,2021-10-18,91.2372055053711,0.8220330684677183,66.41313223236033,6059.348593739244,6063.0
100.0,2021-10-25,91.24718475341797,1.095924222432015,67.50905645479234,6160.011346859361,6163.0
121.0,2021-11-01,91.24718475341797,1.326068309142738,68.83512476393508,6281.011346859361,6284.0
69.0,2021-11-08,91.24718475341797,0.7561877134780903,69.59131247741317,6350.011346859361,6353.0
82.0,2021-11-15,91.2372055053711,0.8987561548580386,70.4900686322712,6431.316877890241,6435.0
50.0,2021-11-18,91.2372055053711,0.5480220456451456,71.03809067791634,6481.31687789024,6485.0
100.0,2021-11-22,91.2372055053711,1.0960440912902911,72.13413476920664,6581.31687789024,6585.0
95.0,2021-11-29,91.2372055053711,1.0412418867257764,73.17537665593241,6676.31687789024,6680.0
50.0,2021-12-02,91.2372055053711,0.5480220456451456,73.72339870157755,6726.316877890239,6730.0
100.0,2021-12-06,91.22722625732422,1.0961639863732178,74.81956268795076,6825.581173807737,6830.0
125.0,2021-12-13,91.2372055053711,1.3700551141128638,76.18961780206362,6951.327816782558,6955.0
125.0,2021-12-20,91.22722625732422,1.3702049829665222,77.55982278503015,7075.567501687916,7080.0
125.0,2021-12-27,91.22722625732422,1.3702049829665222,78.93002776799668,7200.567501687916,7205.0
125.0,2022-01-03,91.21725463867188,1.3703547699955203,80.30038253799219,7324.780441550794,7330.0
125.0,2022-01-10,91.21725463867188,1.3703547699955203,81.67073730798771,7449.7804415507935,7455.0
125.0,2022-01-18,91.20726776123047,1.3705048190593188,83.04124212704703,7573.9648059067495,7580.0
125.0,2022-01-24,91.22722625732422,1.3702049829665222,84.41144711001355,7700.622184213363,7705.0
125.0,2022-01-31,91.22722625732422,1.3702049829665222,85.78165209298008,7825.622184213364,7830.0
125.0,2022-02-07,91.20726776123047,1.3705048190593188,87.1521569120394,7948.9101114451505,7955.0
125.0,2022-02-14,91.19729614257812,1.370654671653583,88.52281158369298,8073.041063371695,8080.0
125.0,2022-02-22,91.21725463867188,1.3703547699955203,89.8931663536885,8199.807845560896,8205.0
100.0,2022-02-28,91.20726776123047,1.096403855247455,90.98957020893596,8298.910093525701,8305.0
100.0,2022-03-07,91.23921203613281,1.0960199871125336,92.08559019604849,8401.8166893697,8405.0
100.0,2022-03-14,91.23921203613281,1.0960199871125336,93.18161018316101,8501.8166893697,8505.0
100.0,2022-03-21,91.22923278808594,1.0961398769217698,94.27775006008278,8600.886806968276,8605.0
75.0,2022-03-28,91.22923278808594,0.8221049076913273,95.0998549677741,8675.886806968274,8680.0
75.0,2022-04-04,91.23921203613281,0.8220149903344002,95.9218699581085,8751.83583201022,8755.0
591.0,2022-04-06,91.23921203613281,6.477478123835073,102.39934808194357,9342.83583201022,9346.0
25.0,2022-04-11,91.23921203613281,0.2740049967781334,102.6733530787217,9367.83583201022,9371.0
25.0,2022-04-18,91.23921203613281,0.2740049967781334,102.94735807549984,9392.83583201022,9396.0
30.0,2022-04-25,91.24918365478516,0.3287700645465093,103.27612814004634,9423.862383806214,9426.0
25.0,2022-05-02,91.24918365478516,0.27397505378875775,103.5501031938351,9448.862383806214,9451.0
92.0,2022-05-05,91.25917053222656,1.0081178632618826,104.55822105709699,9541.896525995857,9543.0
19.0,2022-05-09,91.24918365478516,0.20822104087945592,104.76644209797644,9559.852315856668,9562.0
118.0,2022-05-12,91.25917053222656,1.2930207376619798,106.05946283563841,9678.89860547387,9680.0
20.0,2022-05-16,91.25917053222656,0.21915605723084403,106.27861889286926,9698.898605473873,9700.0
24.0,2022-05-23,91.27912902832031,0.2629297656045091,106.54154865847377,9725.019766873895,9724.0
25.0,2022-05-31,91.26914978027344,0.27391511874698543,106.81546377722076,9748.956562332532,9749.0
35.0,2022-06-06,91.2801284790039,0.38343504312716475,107.19889882034792,9785.129257129098,9784.0
27.0,2022-06-13,91.2801284790039,0.2957927475552414,107.49469156790316,9812.129257129098,9811.0
118.0,2022-06-15,91.2801284790039,1.2927238596858697,108.78741542758902,9930.129257129098,9929.0
61.0,2022-06-21,91.3100814819336,0.668053286230714,109.45546871381974,9994.387766902113,9990.0
123.0,2022-06-27,91.30009460449219,1.3472056138915336,110.80267432771127,10116.294648550776,10113.0
123.0,2022-07-05,91.33303833007812,1.346719678321412,112.14939400603268,10242.944901448016,10236.0
89.75,2022-07-11,91.33303833007812,0.9826674075556644,113.13206141358835,10332.694901448016,10325.75
177.0,2022-07-15,91.32305145263672,1.9381743950134902,115.07023580860184,10508.565065415985,10502.75
89.52,2022-07-18,91.32305145263672,0.9802563380881787,116.05049214669002,10598.085065415986,10592.27
84.33,2022-07-25,91.35301208496094,0.9231222712346985,116.97361441792472,10685.892011542239,10676.6
91.41,2022-08-01,91.37999725341797,1.0003283294756382,117.97394274740036,10780.458564232333,10768.01
90.58,2022-08-08,91.43000030517578,0.9907032669546249,118.96464601435498,10876.937621397605,10858.59
267.53,2022-08-15,,,,,11126.12
88.05,2022-08-22,,,,,11214.17
